time,soc_ref,soc_cc_unclipped,soc_fgo
1351.203,0.5981421529366859,0.5579563682303545,0.5920829917241263
1369.687,0.5925755376487345,0.5518330914136079,0.5860264686679392
1388.125,0.587019736443348,0.5457217100876828,0.5800133605489485
1406.578,0.5814602360000761,0.5396062596000837,0.5740159329482208
1425.062,0.5758837741840774,0.5334721516024852,0.5680262538599886
1443.609,0.5702981266672909,0.5273279393340199,0.5620518232812182
1462.047,0.5647451630994111,0.5212196794093522,0.5561430087890292
1480.547,0.5591743650904369,0.5150918015994805,0.5502417260575715
1499.031,0.5536109707711476,0.5089720678482623,0.5443825043943993
1517.672,0.5479873704507645,0.5027861074958409,0.5384874182303672
1536.109,0.5424363500053497,0.4966799850058846,0.5327051410921912
1554.781,0.5368101146515675,0.4904911261167242,0.5268614211806789
1573.281,0.531235530333473,0.4843590833668203,0.5211025437494425
1591.859,0.5256459058979908,0.4782104964877898,0.5153570729269452
1610.406,0.5200660661124704,0.47207267272371745,0.509650215101547
1628.953,0.5144784581694429,0.46592630398638724,0.503964088469942
1647.562,0.5088727030778842,0.45975997338567265,0.49829036824459627
1666.062,0.5033040629745422,0.45363446927199635,0.4926891350966059
1684.656,0.49770356195228016,0.44747391814750814,0.48708254549288776
1703.219,0.4921113170383302,0.4413224487421632,0.4815140490120456
1721.891,0.48648543174830794,0.43513397492313866,0.47593753478492495
1740.437,0.4808992719280102,0.4289891991208111,0.4704377574901788
1759.016,0.4753087674842539,0.42283964423267917,0.4649741159391616
1777.641,0.46969950603927735,0.416669456643205,0.4595196117596899
1796.328,0.4640659104510899,0.41047250149619885,0.45407138310447226
1815.047,0.45842790944126655,0.40427070038539314,0.44865313745128604
1833.75,0.45279252578258367,0.39807177836084195,0.44326816729708257
1852.391,0.4471807258905732,0.3918987984796305,0.43794121789543206
1871.078,0.4415571264131807,0.3857128390544987,0.4326329664312741
1889.844,0.4359127800491157,0.3795040580540272,0.4273361838025516
1908.578,0.4302715175366846,0.37329866929035294,0.4220707471815602
1927.281,0.4246365815134574,0.3671002396648031,0.4168470151025885
1946.031,0.41898896054936985,0.3608878566043068,0.4116387187184086
1964.891,0.41331086231273206,0.3546419485440052,0.40642286440477493
1983.703,0.40764855990733595,0.3484134158980695,0.40125255548547994
2002.484,0.4019976247499657,0.3421973872249622,0.39611494280728266
2021.187,0.39635852669136684,0.33599437936050347,0.39101056371286097
2039.906,0.39072181311086884,0.32979399442195567,0.38592324892100643
2058.641,0.3850723457922246,0.32357958037144696,0.38083700353308914
2077.406,0.379423814522999,0.3173661959752988,0.3757591390747376
2096.312,0.37372617555162246,0.3110987931067847,0.3706409703494263
2115.047,0.36808619581833524,0.3048948154001687,0.3655914552063857
2133.969,0.3623906425437715,0.2986297067981486,0.36048790480823306
2152.812,0.35671720573549737,0.292388926309047,0.355408223987998
2171.625,0.35105561706089694,0.28616117876698655,0.35034188767173885
2190.547,0.3453602792822562,0.27989630721048175,0.3452380216830665
2209.422,0.3396734654578113,0.27364081200359236,0.340139671467534
2228.297,0.33399140943333316,0.26739055037666637,0.33503824589184616
2247.219,0.32828600118833207,0.26111460130716524,0.32990720592388695
2265.969,0.3226356473636811,0.2548992121000492,0.3248245208440746
2284.937,0.3169219427778367,0.2486141370556203,0.31966313023415865
2303.859,0.31122647777087475,0.24234912554796217,0.31450998549201065
2322.797,0.3055227293186151,0.23607500225047662,0.3093322485364683
2341.766,0.29981233766175597,0.22979357142793155,0.30413718849504373
2360.594,0.29414303140849574,0.22355733454934523,0.2989768705851728
2379.578,0.2884327960845746,0.21727607569303198,0.293759950456502
2398.672,0.2826827344673891,0.21095100791412802,0.2884870598639853
2417.797,0.27691958948485884,0.20461154843334461,0.2831819559636838
2436.906,0.27115987834610533,0.1982758661807158,0.27786966966685434
2455.969,0.2654245683634411,0.19196702519978515,0.2725744598068363
2474.984,0.25969966428882185,0.18566963071770393,0.2672793611491786
2494.031,0.2539750112432717,0.17937251236759877,0.26198134751932195
2513.187,0.24819475461546325,0.17301423007700956,0.25661747194309054
2532.391,0.24240811847768706,0.1666489303254557,0.251238727544947
2551.547,0.23664248910254793,0.1603067380128026,0.24587552670184537
2570.578,0.23091578325606865,0.1540073615816755,0.24055058055862036
2589.703,0.2251539098107207,0.14766930079179275,0.2351812725440127
2608.797,0.21940775158374293,0.14134852674211718,0.22983328524449365
2627.953,0.21363548882167027,0.13499903770383725,0.2244580693376945
2647.234,0.20782908355955043,0.12861199191550543,0.21904457651704304
2666.516,0.20202187890639745,0.12222406679703712,0.21362625446879546
2685.812,0.1962154948266358,0.11583704430929931,0.20820841975073442
2704.969,0.190449008139157,0.10949390895307265,0.20283044827271246
2724.203,0.18466282303975645,0.10312910534373199,0.19742363445783787
2743.453,0.17886638943790512,0.09675302838169553,0.19198660734881665
2762.625,0.17310070989039683,0.09041078087943644,0.1865568949756201
2781.922,0.1672820385684578,0.08401024242530353,0.181045008702877
2801.25,0.16145446176968303,0.07759990794665128,0.17548431132751593
2820.625,0.1556191481126724,0.07118106292393955,0.1698712257771171
2839.937,0.1498119283025744,0.06479312113283175,0.1642382094352833
2859.234,0.14400111796132498,0.05840122975745743,0.15853141722137207
2878.578,0.1381763105688747,0.0519939416257621,0.15271550655045588
2897.937,0.13234721909534397,0.045581941004878335,0.14678179807580646
2917.281,0.12652443957794124,0.03917688353573534,0.14071439459499208
2936.687,0.12067926303175014,0.03274718933492504,0.1344548916600879
2956.078,0.11483839401885021,0.02632223342073514,0.1280099717100489
2975.453,0.10900995508650668,0.01991095059515724,0.1213647546308375
2994.969,0.10313050853048811,0.013443559383536807,0.1143976019994847
3014.453,0.09726492532840325,0.006991417861243465,0.10715271116155746
3033.891,0.09140714586478726,0.0005478604512658691,0.09959582844681002
3053.375,0.08554718823156748,-0.005898092945275879,0.09167116830214787
3072.859,0.07967615710534692,-0.01235622718411844,0.08334018027001204
3092.328,0.07381796035041133,-0.018800243614547574,0.07463493520533061
3111.828,0.06794664668402617,-0.025258688647571192,0.065501833954609
3131.234,0.062107181618436424,-0.031682100219720066,0.05598390144325631
3150.672,0.056257666081824365,-0.03811656730999324,0.04608539729780934
3170.187,0.05038357148950423,-0.044578071361545346,0.03583018548624843
3189.734,0.044501762143442924,-0.05104806164221287,0.025402022805976532
3209.297,0.03861329851121609,-0.05752537163766247,0.015159996385326802
3229.016,0.0326728451258651,-0.06405987036154848,0.0059461838488145125
3248.625,0.026761386702878864,-0.0705624746268334,7.408374200992128e-18
3268.328,0.020832538021451796,-0.07708420817640316,1.879984662364721e-22
3287.969,0.014913170099337347,-0.08359551289072908,1.8799914290376083e-22
3307.625,0.008999892243745089,-0.09010011853188038,1.8799986719431373e-22
3327.234,0.003090477597068375,-0.09660047464322497,1.8799968451610295e-22
3346.937,-0.0028429240942764444,-0.10312721650370427,1.879988903934849e-22
