time,soc_true,soc_cc,soc_fgo,voltage,current
1425.062,0.5758837741840774,0.5758837741840774,0.5680110885445373,3.5866522032766084,-2.0163099096877253
1443.609,0.5702981266672909,0.5702981266672909,0.5620380857479459,3.583442038235367,-2.0127709962440115
1462.047,0.5647451630994111,0.5647451630994111,0.5561272037090048,3.580485344347141,-2.012822716309189
1480.547,0.5591743650904369,0.5591743650904369,0.5502253771438037,3.577250478130265,-2.012519953474933
1499.031,0.5536109707711476,0.5536109707711476,0.5443646040853419,3.5743688339111253,-2.011585027857753
1517.672,0.5479873704507645,0.5479873704507645,0.5384736964420488,3.5712851276871667,-2.01622851328796
1536.109,0.5424363500053497,0.5424363500053497,0.5326881185313438,3.568720665506147,-2.012227513512012
1554.781,0.5368101146515675,0.5368101146515675,0.526848346981058,3.5655546732997907,-2.013824259805759
1573.281,0.531235530333473,0.531235530333473,0.5210880452875438,3.562595408782016,-2.013887804659261
1591.859,0.5256459058979908,0.5256459058979908,0.5153424260961318,3.559784470410582,-2.0108430845976044
1610.406,0.5200660661124704,0.5200660661124704,0.5096342131955627,3.556893753831353,-2.010678198048069
1628.953,0.5144784581694429,0.5144784581694429,0.5039472614591799,3.553973587540843,-2.013477429843029
1647.562,0.5088727030778842,0.5088727030778842,0.4982742740278869,3.551197827421948,-2.013286566822403
1666.062,0.5033040629745422,0.5033040629745422,0.492669819380071,3.548515599577469,-2.011740383270553
1684.656,0.4977035619522801,0.49770356195228016,0.48706290652674583,3.5458058311007727,-2.0130222067974155
1703.219,0.4921113170383302,0.4921113170383302,0.48149297227506305,3.543110721550116,-2.013411432030162
1721.891,0.4864854317483079,0.48648543174830794,0.4759180783925878,3.540293557597872,-2.013698959876419
1740.437,0.4808992719280102,0.4808992719280102,0.47041567034263737,3.537401005590436,-2.013064141778605
1759.016,0.4753087674842539,0.4753087674842539,0.4649495206042963,3.5351870427542216,-2.0110514146671736
1777.641,0.4696995060392773,0.46969950603927735,0.4594940421789519,3.5325089411636674,-2.012815244329944
1796.328,0.4640659104510899,0.4640659104510899,0.454046922772998,3.5299033377316102,-2.0148401368014133
1815.047,0.4584279094412665,0.45842790944126655,0.4486298974361659,3.5275475345562626,-2.01296867524278
1833.75,0.4527925257825836,0.45279252578258367,0.4432455781066145,3.5250155059872195,-2.01375543740492
1852.391,0.4471807258905732,0.4471807258905732,0.43791662694701666,3.5226033573884603,-2.0119977076121405
1871.078,0.4415571264131807,0.4415571264131807,0.43260723883702606,3.520112779230148,-2.011265054968487
1889.844,0.4359127800491157,0.4359127800491157,0.42731107039394,3.5179689456722643,-2.010186980979301
1908.578,0.4302715175366846,0.4302715175366846,0.42204562921000566,3.515386248430449,-2.012520466035076
1927.281,0.4246365815134574,0.4246365815134574,0.416820954650328,3.5132836904357765,-2.0135954787601995
1946.031,0.4189889605493698,0.41898896054936985,0.41161267333534135,3.5111398620917647,-2.0130695572564217
1964.891,0.413310862312732,0.41331086231273206,0.4063995766481142,3.5088048409150656,-2.012128558947808
1983.703,0.4076485599073359,0.40764855990733595,0.4012301776125784,3.5068911484709,-2.0116508334334893
2002.484,0.4019976247499657,0.4019976247499657,0.39609208516565103,3.504711595241825,-2.010926155575401
2021.187,0.3963585266913668,0.39635852669136684,0.39098578863452843,3.5027863690522647,-2.0150827459752803
2039.906,0.3907218131108688,0.39072181311086884,0.38589604750024936,3.500641192436392,-2.0125090167753217
2058.641,0.3850723457922246,0.3850723457922246,0.38080835897092125,3.498840324724502,-2.0153399541495163
2077.406,0.379423814522999,0.379423814522999,0.3757286552497709,3.496510091730773,-2.01178460382067
2096.312,0.3737261755516224,0.37372617555162246,0.3706132406418319,3.494762083941214,-2.0141406052790485
2115.047,0.3680861958183352,0.36808619581833524,0.365560429457677,3.49264904176421,-2.011955438626154
2133.969,0.3623906425437715,0.3623906425437715,0.36045882651291444,3.490903811475105,-2.0117008155469
2152.812,0.3567172057354973,0.35671720573549737,0.3553785912598039,3.488848632551381,-2.0122905398569
2171.625,0.3510556170608969,0.35105561706089694,0.35031022320455,3.486869289553692,-2.0112903504210333
2190.547,0.3453602792822562,0.3453602792822562,0.3452073909414701,3.4849958723381325,-2.011624701198909
2209.422,0.3396734654578113,0.3396734654578113,0.3401089253226178,3.4831738120107745,-2.013615575450064
2228.297,0.3339914094333331,0.33399140943333316,0.33500661280576705,3.480996352828119,-2.0119309097631826
2247.219,0.328286001188332,0.32828600118833207,0.3298767182613586,3.479328828837194,-2.015181645434741
2265.969,0.3226356473636811,0.3226356473636811,0.3247893822044951,3.477212881390962,-2.014043673338185
2284.937,0.3169219427778367,0.3169219427778367,0.31962934058369463,3.4753105413831458,-2.013217760628927
2303.859,0.3112264777708747,0.31122647777087475,0.31447539810292,3.473443290386014,-2.011669638943265
2322.797,0.3055227293186151,0.3055227293186151,0.3092973599351796,3.4711879019081686,-2.0128933420251287
2341.766,0.2998123376617559,0.29981233766175597,0.304102326116337,3.469158039902223,-2.0119443831543045
2360.594,0.2941430314084957,0.29414303140849574,0.2989375859859235,3.4671579943063167,-2.012427484501588
2379.578,0.2884327960845746,0.2884327960845746,0.29371994863853507,3.465097993031564,-2.010299629981853
2398.672,0.2826827344673891,0.2826827344673891,0.28844992214347687,3.463197485444895,-2.012658501123071
2417.797,0.2769195894848588,0.27691958948485884,0.2831486104460963,3.460765705112582,-2.013968219184656
2436.906,0.2711598783461053,0.27115987834610533,0.2778394241571798,3.4585295432468413,-2.0144535347695864
2455.969,0.2654245683634411,0.2654245683634411,0.2725445494642914,3.4563759463501422,-2.010759639842223
2474.984,0.2596996642888218,0.25969966428882185,0.2672484144082188,3.4538210537417333,-2.012177998407372
2494.031,0.2539750112432717,0.2539750112432717,0.26194898601982736,3.4515907122275227,-2.0087093465325
2513.187,0.2481947546154632,0.24819475461546325,0.25658887256483065,3.4493434152393183,-2.016679128578936
2532.391,0.242408118477687,0.24240811847768706,0.2512141747709737,3.446911775455076,-2.0138586708540003
2551.547,0.2366424891025479,0.23664248910254793,0.245852602483624,3.444337080026871,-2.0115758127460204
2570.578,0.2309157832560686,0.23091578325606865,0.24052508182849053,3.4418610480967886,-2.011119043674645
2589.703,0.2251539098107207,0.2251539098107207,0.23515635199348972,3.4389402660812247,-2.013523872307681
2608.797,0.2194077515837429,0.21940775158374293,0.22980699649755915,3.436361034951056,-2.0112922215928988
2627.953,0.2136354888216702,0.21363548882167027,0.2244326031438276,3.433670809048502,-2.0138901413030603
2647.234,0.2078290835595504,0.20782908355955043,0.21902291412596445,3.4308965803729032,-2.012668740494392
2666.516,0.2020218789063974,0.20202187890639745,0.21360808202375706,3.4278208975786204,-2.012841437574024
2685.812,0.1962154948266358,0.1962154948266358,0.20819330171750788,3.424844059133908,-2.0110968292008407
2704.969,0.190449008139157,0.190449008139157,0.20281407863263998,3.4217572691161324,-2.01176990089421
2724.203,0.1846628230397564,0.18466282303975645,0.19740761402119858,3.418746324042909,-2.010560853989072
2743.453,0.1788663894379051,0.17886638943790512,0.19197156973565,3.415457808616587,-2.012447887937708
2762.625,0.1731007098903968,0.17310070989039683,0.18653936648663386,3.4117760087144955,-2.009914541451216
2781.922,0.1672820385684578,0.1672820385684578,0.1810297854264038,3.408293969372279,-2.0152481947556304
2801.25,0.161454461769683,0.16145446176968303,0.17547180671998702,3.404357793933063,-2.0150953474129545
2820.625,0.1556191481126724,0.1556191481126724,0.16986178572512234,3.4002362406403064,-2.012875924788009
2839.937,0.1498119283025744,0.1498119283025744,0.1642286709953886,3.396130717871789,-2.009719858043891
2859.234,0.1440011179613249,0.14400111796132498,0.1585217467877893,3.391813378425516,-2.012525609775728
2878.578,0.1381763105688747,0.1381763105688747,0.15270666500790003,3.387048291986388,-2.0124717716077494
2897.937,0.1323472190953439,0.13234721909534397,0.1467737708711385,3.382030920346834,-2.012391444985292
2917.281,0.1265244395779412,0.12652443957794124,0.14070610481324972,3.3765480941020134,-2.0117711404942584
2936.687,0.1206792630317501,0.12067926303175014,0.1344480677996314,3.3704516808092,-2.013057210639712
2956.078,0.1148383940188502,0.11483839401885021,0.1280037141850013,3.3637870289545013,-2.0131297744697148
2975.453,0.1090099550865066,0.10900995508650668,0.12135733995790539,3.356852193816097,-2.010504506799992
2994.969,0.1031305085304881,0.10313050853048811,0.11439349104146243,3.348677494802443,-2.013446754531448
3014.453,0.0972649253284032,0.09726492532840325,0.1071501170193029,3.339590897464596,-2.0119982113302872
3033.891,0.0914071458647872,0.09140714586478726,0.09959368409612261,3.329635127433192,-2.0140764480537103
3053.375,0.0855471882315674,0.08554718823156748,0.09166942156470512,3.3182079062628267,-2.0100685422582028
3072.859,0.0796761571053469,0.07967615710534692,0.08333968691607697,3.304941442777412,-2.0138669451353235
3092.328,0.0738179603504113,0.07381796035041133,0.07463432953206149,3.290377365663085,-2.0110127332259826
3111.828,0.0679466466840261,0.06794664668402617,0.06550231138206526,3.273715693930023,-2.012311378213284
3131.234,0.0621071816184364,0.062107181618436424,0.055982382567362356,3.2545164612946103,-2.011090197818606
3150.672,0.0562576660818243,0.056257666081824365,0.04608249289647522,3.233102643098978,-2.011235067484465
3170.187,0.0503835714895042,0.05038357148950423,0.035827467954858944,3.20827869027007,-2.0117170273952336
3189.734,0.0445017621434429,0.044501762143442924,0.025399288383006154,3.179961764719949,-2.0110614531850426
3209.297,0.038613298511216,0.03861329851121609,0.01515675711725263,3.1472229932322944,-2.011689985187744
3229.016,0.0326728451258651,0.0326728451258651,0.005946051020006526,3.109330581432899,-2.01339607190516
3248.625,0.0267613867028788,0.026761386702878864,2.340625613945452e-15,3.0653815793591006,-2.014808176014549
3268.328,0.0208325380214517,0.020832538021451796,2.7004470683435886e-23,3.013061223566897,-2.011094695691653
3287.969,0.0149131700993373,0.014913170099337347,1.6922294284536358e-22,2.949205490547093,-2.014216970203208
3307.625,0.008999892243745,0.008999892243745089,8.237574448250917e-23,2.866018014123437,-2.0106091492141824
3327.234,0.0030904775970683,0.003090477597068375,2.2327361346730363e-24,2.757251912656085,-2.014111593729131
3346.937,0.0,0.0,2.014911603348603e-31,2.612467347907089,-2.0126390990973206
3366.781,0.0,0.0,2.7149109219251215e-31,2.998125197302409,-0.0042006251341436
3386.641,0.0,0.0,1.3724184725931024e-28,3.070351070397463,-0.0029288044028035
3406.656,0.0,0.0,0.005746201931164128,3.1162693589147907,-0.0002312001717494
3426.625,0.0,0.0,0.013295259147889111,3.1486527065601044,-0.0012313661009388
3446.875,0.0,0.0,0.020739603955342044,3.1729060552867048,-0.001014383952885
3466.984,0.0,0.0,0.027486446122135768,3.191026108138008,-0.0016545973537362
3487.078,0.0,0.0,0.03350998783363621,3.2060361324327813,-0.0030690550291101
3507.328,0.0,0.0,0.03885869802731693,3.2184494026949326,-0.0015567172628202
3527.562,0.0,0.0,0.043601351856427634,3.228753411472076,-0.0034577335537707
3547.781,0.0,0.0,0.047853400093700336,3.2380951342838293,0.0002314058061069
3568.062,0.0,0.0,0.05162553024439414,3.245843999200618,0.0007285852728454
3588.328,0.0,0.0,0.05496719412356888,3.2526143396330323,-0.0026591808498747
3608.594,0.0,0.0,0.0579185443421512,3.258704513444923,-0.0015125798303338
3628.953,0.0,0.0,0.060468636796572967,3.264120580580119,-0.0015316912571288
3649.375,0.0,0.0,0.06258206479742331,3.2690299526255497,-0.0004056777892419
3669.875,0.0,0.0,0.0641645563205784,3.2732067322427087,-0.0003875958384859
3690.234,0.0,0.0,0.0650667554462806,3.277169976825196,-0.0065283512516069
